step	cost_avg	cost_best	solution_best
20   	    287.463   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
21   	    288.486   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
22   	     286.55   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
23   	    287.355   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
24   	    288.606   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
25   	      288.9   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
26   	    288.611   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
27   	    289.248   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
28   	    289.288   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
29   	    289.631   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
30   	    290.616   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
31   	    290.644   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
32   	    290.698   	    313.668	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489);  }
0   	    231.799   	    333.824	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40646] = Complex(180.073690, -517.238293);  }
1   	    247.389   	    336.659	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[38646] = Complex(376.038390, -439.574670);  }
2   	    261.632   	    336.659	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[38646] = Complex(376.038390, -439.574670);  }
3   	    272.756   	    336.659	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[38646] = Complex(376.038390, -439.574670);  }
4   	    284.815   	    336.659	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[38646] = Complex(376.038390, -439.574670);  }
5   	    288.985   	    336.974	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[38878] = Complex(268.491185, -463.817920);  }
6   	    299.594   	    336.974	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[38878] = Complex(268.491185, -463.817920);  }
7   	    305.378   	    337.612	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40938] = Complex(119.197346, -67.524565);  }
8   	    309.685   	    337.612	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40938] = Complex(119.197346, -67.524565);  }
9   	    311.269   	    337.756	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40056] = Complex(87.627800, -63.716757);  }
10   	    317.135   	    337.884	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40141] = Complex(89.080047, -63.074075);  }
11   	    320.288   	    337.905	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40166] = Complex(91.516251, -63.196056);  }
12   	    323.706   	    337.905	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40166] = Complex(91.516251, -63.196056);  }
13   	    326.234   	    338.056	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40082] = Complex(88.687053, -63.279916);  }
14   	    326.459   	    338.056	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40082] = Complex(88.687053, -63.279916);  }
15   	    329.295   	    338.081	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40098] = Complex(92.594289, -63.235056);  }
16   	    332.296   	    338.081	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40098] = Complex(92.594289, -63.235056);  }
17   	    333.643   	    338.085	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40089] = Complex(88.760923, -63.256103);  }
18   	    334.068   	    348.931	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40029] = Complex(95.692386, -62.831990);  }
19   	    334.331   	     349.73	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191);  }
20   	    334.705   	     349.73	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191);  }
21   	    335.124   	     349.73	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191);  }
22   	    335.792   	     349.73	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191);  }
23   	    336.662   	     349.73	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191);  }
24   	    337.201   	     349.73	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191);  }
0   	    236.283   	    384.144	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[88622] = Complex(-167.588271, -275.133424);  }
1   	    261.434   	    384.144	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[88622] = Complex(-167.588271, -275.133424);  }
2   	    283.093   	    384.144	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[88622] = Complex(-167.588271, -275.133424);  }
3   	     296.28   	    384.144	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[88622] = Complex(-167.588271, -275.133424);  }
4   	    317.069   	     384.42	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[91744] = Complex(-31.032114, -352.892626);  }
5   	    328.091   	     384.48	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[88095] = Complex(-3.081863, -337.635501);  }
6   	    340.923   	     384.48	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[88095] = Complex(-3.081863, -337.635501);  }
7   	    354.195   	    387.689	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[94361] = Complex(3.583952, -437.412293);  }
8   	    361.439   	    390.484	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[91566] = Complex(-41.917950, -343.790615);  }
9   	    366.051   	    405.656	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090);  }
10   	    369.129   	    405.656	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090);  }
11   	    371.812   	    405.656	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090);  }
12   	     374.26   	    405.656	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090);  }
13   	    378.653   	    405.656	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090);  }
14   	    380.002   	    405.656	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090);  }
0   	    288.489   	    424.371	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[126699] = Complex(-518.674679, -560.596891);  }
1   	    304.932   	    426.259	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[148301] = Complex(-126.082151, -567.735058);  }
2   	    329.213   	    426.824	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[115900] = Complex(-427.020943, -758.818792);  }
3   	    352.808   	    427.781	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[129331] = Complex(124.880948, -39.582193);  }
4   	    362.314   	    427.941	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[130588] = Complex(110.683730, 168.795129);  }
5   	    371.833   	    428.985	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[134781] = Complex(132.367563, 3.609578);  }
6   	    382.503   	    429.393	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[134025] = Complex(130.000152, 11.139622);  }
7   	    391.563   	    429.476	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[134047] = Complex(130.677497, 44.974296);  }
8   	    395.601   	    429.476	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[134047] = Complex(130.677497, 44.974296);  }
9   	     399.56   	     429.49	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[132473] = Complex(128.008138, 1.045483);  }
10   	    404.064   	    431.835	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[134057] = Complex(130.756306, 45.781702);  }
11   	    407.164   	    431.835	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[134057] = Complex(130.756306, 45.781702);  }
12   	    411.132   	    431.898	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968);  }
0   	    289.735   	      470.1	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[196340] = Complex(-655.690791, -535.990903);  }
1   	    308.477   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
2   	     331.27   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
3   	    354.085   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
4   	     379.92   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
5   	    402.944   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
6   	    409.098   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
7   	    427.242   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
8   	    436.962   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
9   	    445.409   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
10   	    449.053   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
11   	    451.373   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
12   	    453.346   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
13   	    458.833   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
14   	    459.142   	    470.681	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.010867, -710.455898);  }
15   	    461.871   	    470.767	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197192] = Complex(-294.773991, -710.455740);  }
16   	    464.901   	    470.877	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197191] = Complex(-295.866324, -710.467032);  }
17   	    466.175   	    470.877	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197191] = Complex(-295.866324, -710.467032);  }
18   	     466.51   	    470.877	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197191] = Complex(-295.866324, -710.467032);  }
19   	    466.883   	    472.648	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[224768] = Complex(-193.862998, 133.729125);  }
20   	    466.142   	    472.648	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[224768] = Complex(-193.862998, 133.729125);  }
21   	    467.647   	    476.489	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[229359] = Complex(-290.893512, 534.054213);  }
22   	    468.369   	    476.489	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[229359] = Complex(-290.893512, 534.054213);  }
23   	    468.414   	    492.046	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197190] = Complex(-295.702458, -710.446425);  }
24   	    469.007   	    492.053	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197189] = Complex(-295.602982, -710.447650);  }
25   	    469.141   	    492.053	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197189] = Complex(-295.602982, -710.447650);  }
26   	    469.633   	    492.061	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197189] = Complex(-295.506189, -710.478747);  }
27   	    470.136   	    492.061	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197189] = Complex(-295.506189, -710.478747);  }
28   	    471.022   	    492.061	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197189] = Complex(-295.506189, -710.478747);  }
29   	    472.247   	    492.061	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197189] = Complex(-295.506189, -710.478747);  }
30   	    474.276   	    492.061	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197189] = Complex(-295.509172, -710.474272);  }
31   	    476.584   	    492.063	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197189] = Complex(-295.474334, -710.485782);  }
32   	    478.701   	    492.063	{ map[4707] = Complex(1429.769087, -1230.294034); map[18235] = Complex(968.823719, 1069.020489); map[40495] = Complex(121.780307, -64.435191); map[90160] = Complex(-145.043592, -281.951090); map[133472] = Complex(128.792369, -10.703968); map[197189] = Complex(-295.474334, -710.485782);  }
