step	cost_avg	cost_best	solution_best
27   	    332.305   	    375.998	{ map[7965] = Complex(615.973521, 460.893277);  }
28   	    333.083   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
29   	    333.632   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
30   	    334.075   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
31   	    334.453   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
32   	    334.764   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
33   	    335.049   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
34   	    335.295   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
35   	    335.635   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
36   	    335.992   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
37   	    336.308   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
38   	    336.577   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
39   	    336.764   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
40   	    336.927   	    376.925	{ map[7790] = Complex(607.145176, 507.345661);  }
41   	    337.125   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
42   	    337.231   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
43   	    337.354   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
44   	    337.547   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
45   	    337.743   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
46   	     338.04   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
47   	    338.444   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
48   	    339.016   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
49   	    339.567   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
50   	     340.09   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
51   	    340.523   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
52   	    340.764   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
53   	     340.97   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
54   	    341.145   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
55   	    341.309   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
56   	    341.411   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
57   	    341.493   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
58   	    341.564   	     377.01	{ map[7842] = Complex(640.794588, 469.905707);  }
59   	    341.634   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
60   	    341.685   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
61   	    341.772   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
62   	    341.927   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
63   	    342.103   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
64   	    342.267   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
65   	    342.404   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
66   	    342.516   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
67   	      342.6   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
68   	    342.659   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
69   	    342.728   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
70   	      342.8   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
71   	    342.889   	    377.073	{ map[7867] = Complex(634.896530, 454.688407);  }
72   	    342.977   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
73   	    343.209   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
74   	     344.63   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
75   	    348.124   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
76   	    353.384   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
77   	    359.612   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
78   	    364.552   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
79   	    367.817   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
80   	    370.317   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
81   	    371.821   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
82   	    372.455   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
83   	    372.923   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
84   	    373.115   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
85   	    373.195   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
86   	     373.31   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
87   	    373.381   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
88   	    373.414   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
89   	    373.532   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
90   	    373.558   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
91   	    373.569   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
92   	    373.582   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
93   	    373.601   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
94   	    373.602   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
95   	    373.603   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
96   	    373.604   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
97   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
98   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
99   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
100   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
101   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
102   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
103   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
104   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
105   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
106   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
107   	    373.605   	    377.078	{ map[7865] = Complex(632.443283, 456.008133);  }
