step	cost_avg	cost_best	solution_best
0   	    -968997   	     149.98	{ map[428] = Complex(-4303.358281, -243.596295);  }
1   	    -893488   	     152.65	{ map[760] = Complex(-1280.714792, 643.954141);  }
2   	    -740970   	     152.65	{ map[760] = Complex(-1280.714792, 643.954141);  }
3   	    -560945   	    163.858	{ map[126] = Complex(-2453.491347, -453.804501);  }
4   	    -379419   	    179.693	{ map[783] = Complex(-5041.815086, 104.692859);  }
5   	    -293403   	    179.693	{ map[783] = Complex(-5041.815086, 104.692859);  }
6   	    -246392   	    184.733	{ map[239] = Complex(-3420.826838, -554.086451);  }
7   	    -204383   	    184.733	{ map[239] = Complex(-3420.826838, -554.086451);  }
8   	    -161374   	    184.772	{ map[381] = Complex(-3497.922881, -465.676057);  }
9   	    -126866   	    186.586	{ map[167] = Complex(-2882.267381, -489.356847);  }
10   	   -88356.4   	    187.938	{ map[176] = Complex(-2535.289924, -433.382450);  }
11   	   -64348.1   	    188.125	{ map[151] = Complex(-2470.142004, -432.891311);  }
12   	   -44339.8   	    188.125	{ map[151] = Complex(-2470.142004, -432.891311);  }
13   	   -33833.2   	     188.67	{ map[122] = Complex(-2310.551853, -415.820409);  }
14   	   -21827.6   	     188.67	{ map[122] = Complex(-2310.551853, -415.820409);  }
15   	   -17323.7   	     188.67	{ map[122] = Complex(-2310.551853, -415.820409);  }
16   	   -10820.4   	     188.67	{ map[122] = Complex(-2310.551853, -415.820409);  }
17   	    -4817.3   	     188.67	{ map[122] = Complex(-2310.551853, -415.820409);  }
18   	   -3815.96   	    188.701	{ map[142] = Complex(-2315.750183, -408.692215);  }
19   	   -1314.75   	    188.701	{ map[142] = Complex(-2315.750183, -408.692215);  }
20   	   -1814.47   	    188.701	{ map[142] = Complex(-2315.750183, -408.692215);  }
21   	   -813.714   	    188.701	{ map[142] = Complex(-2315.750183, -408.692215);  }
22   	   -313.333   	    188.701	{ map[142] = Complex(-2315.750183, -408.692215);  }
23   	   -313.121   	    188.701	{ map[142] = Complex(-2315.750183, -408.692215);  }
24   	    -812.86   	    188.701	{ map[142] = Complex(-2315.750183, -408.692215);  }
25   	     187.57   	    188.718	{ map[165] = Complex(-2326.180151, -400.619559);  }
26   	    187.925   	    188.718	{ map[165] = Complex(-2326.180151, -400.619559);  }
27   	     187.96   	    188.718	{ map[165] = Complex(-2326.180151, -400.619559);  }
28   	    188.084   	    188.718	{ map[165] = Complex(-2326.180151, -400.619559);  }
29   	    188.232   	    188.718	{ map[165] = Complex(-2326.180151, -400.619559);  }
30   	    188.319   	    188.718	{ map[165] = Complex(-2326.180151, -400.619559);  }
31   	     188.35   	    188.718	{ map[165] = Complex(-2326.180151, -400.619559);  }
32   	    188.467   	    188.718	{ map[165] = Complex(-2326.180151, -400.619559);  }
33   	    188.519   	    188.745	{ map[165] = Complex(-2319.213736, -399.310723);  }
34   	    188.552   	    188.745	{ map[165] = Complex(-2319.213736, -399.310723);  }
35   	    188.565   	    188.757	{ map[161] = Complex(-2313.645845, -399.388819);  }
36   	    188.569   	    188.757	{ map[161] = Complex(-2313.645845, -399.388819);  }
37   	    188.591   	     188.76	{ map[158] = Complex(-2311.078501, -400.861742);  }
38   	    188.637   	    188.762	{ map[162] = Complex(-2313.189849, -399.373061);  }
39   	    188.635   	    188.762	{ map[161] = Complex(-2312.379354, -399.972623);  }
40   	    188.631   	    188.765	{ map[162] = Complex(-2312.280635, -399.309624);  }
41   	     188.62   	    188.766	{ map[162] = Complex(-2312.153028, -399.349443);  }
42   	    188.638   	    188.766	{ map[162] = Complex(-2312.153028, -399.349443);  }
43   	    188.648   	    188.767	{ map[162] = Complex(-2311.871532, -399.201455);  }
44   	    188.648   	    188.767	{ map[162] = Complex(-2311.871532, -399.201455);  }
45   	    188.672   	    188.767	{ map[162] = Complex(-2311.871532, -399.201455);  }
46   	    188.642   	    188.767	{ map[162] = Complex(-2311.871532, -399.201455);  }
47   	    188.697   	    188.767	{ map[162] = Complex(-2311.871532, -399.201455);  }
48   	    188.733   	    188.767	{ map[162] = Complex(-2311.764397, -399.617649);  }
49   	    188.747   	    188.767	{ map[162] = Complex(-2311.764397, -399.617649);  }
50   	    188.749   	    188.767	{ map[162] = Complex(-2311.767560, -399.475016);  }
51   	    188.753   	    188.767	{ map[162] = Complex(-2311.767560, -399.475016);  }
52   	    188.758   	    188.767	{ map[162] = Complex(-2311.769327, -399.268105);  }
53   	     188.76   	    188.767	{ map[162] = Complex(-2311.754728, -399.246472);  }
54   	    188.762   	    188.767	{ map[162] = Complex(-2311.754728, -399.246472);  }
55   	    188.763   	    188.767	{ map[162] = Complex(-2311.754738, -399.244434);  }
56   	    188.764   	    188.767	{ map[162] = Complex(-2311.735143, -399.252323);  }
57   	    188.765   	    188.767	{ map[162] = Complex(-2311.735143, -399.252323);  }
58   	    188.766   	    188.767	{ map[162] = Complex(-2311.732007, -399.259584);  }
59   	    188.766   	    188.767	{ map[162] = Complex(-2311.730113, -399.240210);  }
60   	    188.766   	    188.768	{ map[162] = Complex(-2311.555146, -399.147120);  }
61   	    188.767   	    188.768	{ map[162] = Complex(-2311.555146, -399.147120);  }
62   	    188.767   	    188.768	{ map[162] = Complex(-2311.555146, -399.147120);  }
63   	    188.767   	    188.768	{ map[162] = Complex(-2311.543671, -399.213104);  }
64   	    188.767   	    188.768	{ map[162] = Complex(-2311.539373, -399.236102);  }
65   	    188.767   	    188.768	{ map[162] = Complex(-2311.453120, -399.336253);  }
66   	    188.767   	    188.768	{ map[162] = Complex(-2311.453229, -399.293711);  }
67   	    188.767   	    188.768	{ map[162] = Complex(-2311.454726, -399.252145);  }
68   	    188.768   	    188.769	{ map[162] = Complex(-2311.363163, -399.258735);  }
69   	    188.768   	     188.77	{ map[163] = Complex(-2311.538802, -399.002993);  }
70   	    188.768   	     188.77	{ map[163] = Complex(-2311.538802, -399.002993);  }
71   	    188.768   	     188.77	{ map[163] = Complex(-2311.538802, -399.002993);  }
72   	    188.768   	     188.77	{ map[163] = Complex(-2311.538802, -399.002993);  }
73   	    188.768   	     188.77	{ map[163] = Complex(-2311.538802, -399.002993);  }
74   	    188.768   	    188.771	{ map[163] = Complex(-2311.359164, -399.052836);  }
75   	    188.768   	    188.771	{ map[163] = Complex(-2311.319996, -399.097722);  }
76   	    188.768   	    188.771	{ map[163] = Complex(-2311.319996, -399.097722);  }
77   	    188.768   	    188.771	{ map[163] = Complex(-2311.319996, -399.097722);  }
78   	    188.768   	    188.771	{ map[163] = Complex(-2311.319996, -399.097722);  }
79   	    188.769   	    188.772	{ map[163] = Complex(-2311.186862, -399.124839);  }
80   	    188.769   	    188.772	{ map[163] = Complex(-2311.186862, -399.124839);  }
81   	    188.769   	    188.772	{ map[163] = Complex(-2311.186862, -399.124839);  }
82   	    188.769   	    188.772	{ map[163] = Complex(-2311.186862, -399.124839);  }
83   	     188.77   	    188.772	{ map[163] = Complex(-2311.186862, -399.124839);  }
84   	     188.77   	    188.772	{ map[163] = Complex(-2311.183300, -399.109367);  }
85   	     188.77   	    188.772	{ map[163] = Complex(-2311.180978, -399.112367);  }
86   	     188.77   	    188.772	{ map[163] = Complex(-2311.105071, -398.924253);  }
87   	    188.771   	    188.772	{ map[163] = Complex(-2311.105071, -398.924253);  }
88   	    188.771   	    188.772	{ map[163] = Complex(-2311.105071, -398.924253);  }
89   	    188.771   	    188.772	{ map[163] = Complex(-2311.040610, -398.997770);  }
90   	    188.771   	    188.772	{ map[163] = Complex(-2311.040610, -398.997770);  }
91   	    188.771   	    188.772	{ map[163] = Complex(-2311.040610, -398.997770);  }
92   	    188.771   	    188.772	{ map[163] = Complex(-2311.030231, -399.006775);  }
93   	    188.772   	    188.772	{ map[163] = Complex(-2310.983765, -399.016424);  }
94   	    188.772   	    188.772	{ map[163] = Complex(-2310.978179, -399.004320);  }
95   	    188.772   	    188.772	{ map[163] = Complex(-2310.978179, -399.004320);  }
96   	    188.772   	    188.773	{ map[163] = Complex(-2310.905938, -398.980078);  }
97   	    188.772   	    188.773	{ map[163] = Complex(-2310.856684, -398.995997);  }
98   	    188.772   	    188.773	{ map[163] = Complex(-2310.856684, -398.995997);  }
99   	    188.772   	    188.773	{ map[163] = Complex(-2310.854517, -399.008522);  }
100   	    188.772   	    188.773	{ map[163] = Complex(-2310.854517, -399.008522);  }
101   	    188.772   	    188.773	{ map[163] = Complex(-2310.790048, -398.894083);  }
102   	    188.772   	    188.773	{ map[163] = Complex(-2310.790048, -398.894083);  }
103   	    188.772   	    188.773	{ map[163] = Complex(-2310.790048, -398.894083);  }
104   	    188.773   	    188.773	{ map[163] = Complex(-2310.784742, -398.960697);  }
105   	    188.773   	    188.773	{ map[163] = Complex(-2310.784742, -398.960697);  }
106   	    188.773   	    188.773	{ map[163] = Complex(-2310.781251, -398.926979);  }
107   	    188.773   	    188.773	{ map[163] = Complex(-2310.723542, -398.921670);  }
108   	    188.773   	    188.773	{ map[163] = Complex(-2310.723542, -398.921670);  }
109   	    188.773   	    188.774	{ map[163] = Complex(-2310.690521, -398.914190);  }
110   	    188.773   	    188.774	{ map[163] = Complex(-2310.690690, -398.903531);  }
111   	    188.773   	    188.774	{ map[163] = Complex(-2310.690690, -398.903531);  }
112   	    188.773   	    188.774	{ map[163] = Complex(-2310.690690, -398.903531);  }
113   	    188.773   	    188.774	{ map[163] = Complex(-2310.690690, -398.903531);  }
114   	    188.773   	    188.774	{ map[163] = Complex(-2310.684261, -398.910585);  }
115   	    188.773   	    188.774	{ map[163] = Complex(-2310.678343, -398.902639);  }
116   	    188.773   	    188.774	{ map[163] = Complex(-2310.674384, -398.910290);  }
