step	cost_avg	cost_best	solution_best
0   	    -859984   	    148.353	{ map[708] = Complex(185.409657, -1651.088006);  }
1   	    -744969   	    148.353	{ map[708] = Complex(185.409657, -1651.088006);  }
2   	    -596949   	    149.301	{ map[422] = Complex(2400.156503, -1466.357754);  }
3   	    -450426   	    151.222	{ map[420] = Complex(1266.296145, -1320.355567);  }
4   	    -368913   	    151.222	{ map[420] = Complex(1266.296145, -1320.355567);  }
5   	    -300901   	    151.556	{ map[312] = Complex(1352.648815, -1318.042730);  }
6   	    -242392   	    151.673	{ map[311] = Complex(1530.229181, -1198.798325);  }
7   	    -178881   	     151.68	{ map[315] = Complex(1507.138225, -1214.086062);  }
8   	    -124872   	     151.68	{ map[315] = Complex(1507.138225, -1214.086062);  }
9   	    -106369   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
10   	   -83364.2   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
11   	   -64360.7   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
12   	   -46357.4   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
13   	   -36855.7   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
14   	   -21852.8   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
15   	   -17351.8   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
16   	   -17851.7   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
17   	    -9850.1   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
18   	   -6849.48   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
19   	   -4349.01   	     153.97	{ map[357] = Complex(3634.797602, -22.756669);  }
20   	   -2848.65   	    186.755	{ map[332] = Complex(3363.251571, -51.114432);  }
21   	   -1848.45   	    186.755	{ map[332] = Complex(3363.251571, -51.114432);  }
22   	    151.964   	    186.755	{ map[332] = Complex(3363.251571, -51.114432);  }
23   	    152.072   	    186.755	{ map[332] = Complex(3363.251571, -51.114432);  }
24   	    152.322   	    188.174	{ map[312] = Complex(2850.878737, -261.884181);  }
25   	    152.654   	    188.174	{ map[312] = Complex(2850.878737, -261.884181);  }
26   	    153.136   	    188.174	{ map[312] = Complex(2850.878737, -261.884181);  }
27   	    154.121   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
28   	    156.532   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
29   	    161.044   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
30   	    165.738   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
31   	    169.884   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
32   	    174.138   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
33   	     177.86   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
34   	     180.24   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
35   	    181.374   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
36   	    181.859   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
37   	    182.494   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
38   	    182.851   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
39   	    183.621   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
40   	    183.889   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
41   	    184.271   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
42   	    184.788   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
43   	    185.122   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
44   	    185.383   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
45   	    185.549   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
46   	    185.848   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
47   	    185.975   	    188.208	{ map[318] = Complex(2831.141630, -294.581346);  }
