step	cost_avg	cost_best	solution_best
0   	   -5137.52   	     292.02	{ map[607] = Complex(2164.755974, -2415.523205);  }
1   	   -4378.03   	    293.429	{ map[9622] = Complex(1420.971195, 2603.702830);  }
2   	   -3430.66   	    299.991	{ map[396] = Complex(2042.255884, -1849.794977);  }
3   	   -2654.88   	    319.604	{ map[9242] = Complex(799.020758, 1167.186377);  }
4   	   -1933.45   	    319.604	{ map[9242] = Complex(799.020758, 1167.186377);  }
5   	   -1469.43   	    319.604	{ map[9242] = Complex(799.020758, 1167.186377);  }
6   	   -1125.56   	    319.604	{ map[9242] = Complex(799.020758, 1167.186377);  }
7   	   -898.928   	    370.946	{ map[8968] = Complex(750.516692, 771.462706);  }
8   	   -517.502   	    370.946	{ map[8968] = Complex(750.516692, 771.462706);  }
9   	   -317.832   	    370.946	{ map[8968] = Complex(750.516692, 771.462706);  }
10   	   -54.6407   	    371.598	{ map[9561] = Complex(840.946636, 1455.864130);  }
11   	    54.0508   	    371.598	{ map[9561] = Complex(840.946636, 1455.864130);  }
12   	    150.531   	    371.598	{ map[9561] = Complex(840.946636, 1455.864130);  }
13   	    238.689   	    371.598	{ map[9561] = Complex(840.946636, 1455.864130);  }
14   	     282.05   	    371.598	{ map[9561] = Complex(840.946636, 1455.864130);  }
15   	    302.504   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
16   	    326.528   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
17   	    324.569   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
18   	    341.851   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
19   	    355.183   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
20   	    362.615   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
21   	    362.918   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
22   	    363.838   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
23   	    364.625   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
24   	    365.098   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
25   	    365.762   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
26   	    366.165   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
27   	     366.63   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
28   	     367.43   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
29   	     368.48   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
30   	    368.957   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
31   	    369.589   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
32   	     369.88   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
33   	    370.019   	    372.124	{ map[9253] = Complex(651.435096, 1052.657090);  }
34   	    370.318   	    372.642	{ map[9470] = Complex(716.959523, 1277.852201);  }
35   	    370.527   	    372.642	{ map[9470] = Complex(716.959523, 1277.852201);  }
36   	     370.55   	    372.642	{ map[9470] = Complex(716.959523, 1277.852201);  }
37   	    370.759   	    372.642	{ map[9470] = Complex(716.959523, 1277.852201);  }
38   	    370.901   	    372.642	{ map[9470] = Complex(716.959523, 1277.852201);  }
39   	    371.034   	    372.642	{ map[9470] = Complex(716.959523, 1277.852201);  }
40   	    371.274   	    372.642	{ map[9470] = Complex(716.959523, 1277.852201);  }
41   	    371.389   	    372.642	{ map[9470] = Complex(716.959523, 1277.852201);  }
42   	    371.527   	    373.812	{ map[9555] = Complex(762.052324, 1216.138043);  }
43   	    371.662   	    373.812	{ map[9555] = Complex(762.052324, 1216.138043);  }
44   	    371.745   	    373.812	{ map[9555] = Complex(762.052324, 1216.138043);  }
45   	    371.832   	    373.812	{ map[9555] = Complex(762.052324, 1216.138043);  }
46   	    371.919   	    373.812	{ map[9555] = Complex(762.052324, 1216.138043);  }
47   	    372.001   	    373.812	{ map[9555] = Complex(762.052324, 1216.138043);  }
48   	    372.107   	    373.812	{ map[9555] = Complex(762.052324, 1216.138043);  }
49   	    372.183   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
50   	    372.275   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
51   	    372.383   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
52   	    372.505   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
53   	    372.617   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
54   	     372.72   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
55   	    372.832   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
56   	    372.952   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
57   	    373.065   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
58   	    373.198   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
59   	    373.302   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
60   	    373.394   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
61   	     373.47   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
62   	    373.545   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
63   	    373.595   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
64   	    373.624   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
65   	    373.661   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
66   	    373.718   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
67   	    373.795   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
68   	    373.871   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
69   	    373.945   	    374.509	{ map[9496] = Complex(684.319461, 1107.650428);  }
